"Ordem","Documento","id","family","scientificNameWithoutAuthorStandardizedSource","Doc_cat","Categoria","Critério","Presente em IN 06 2008","scientificNameSource","taxonRank","l2008_I","l2008_II","l2013","l2014"
1,"IN 06 2008 - ANEXO I",1,"ACANTHACEAE","Ruellia chamaedrys","Presumivelmente extinta (**)_2008_I","Presumivelmente extinta (**)",,,"Ruellia chamaedrys (Nees) Angely","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",2,"ACANTHACEAE","Staurogyne brachiata","_2008_I",,,,"Staurogyne brachiata (Hiern) Leonard","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",3,"ACANTHACEAE","Staurogyne veronicifolia","_2008_I",,,,"Staurogyne veronicifolia (Nees) Kuntze","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",4,"ACANTHACEAE","Staurogyne warmingiana","_2008_I",,,,"Staurogyne warmingiana (Hiern) Leonard","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",5,"ACANTHACEAE","Stenandrium stenophyllum","_2008_I",,,,"Stenandrium stenophyllum Kameyama","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",6,"ALSTROEMERIACEAE","Alstroemeria capixaba","_2008_I",,,,"Alstroemeria capixaba M.C.Assis","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",7,"AMARANTHACEAE","Gomphrena chrestoides","_2008_I",,,,"Gomphrena chrestoides C.C.Townsend","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",8,"AMARANTHACEAE","Gomphrena duriuscula","_2008_I",,,,"Gomphrena duriuscula Moq.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",9,"AMARANTHACEAE","Gomphrena hatschbachiana","_2008_I",,,,"Gomphrena hatschbachiana Pedersen","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",10,"AMARANTHACEAE","Gomphrena scandens","_2008_I",,,,"Gomphrena scandens (R.E.Fr.) J.C.Siqueira","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",11,"AMARANTHACEAE","Lecosia oppositifolia","_2008_I",,,,"Lecosia oppositifolia Pedersen","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",12,"AMARANTHACEAE","Pfaffia argyrea","_2008_I",,,,"Pfaffia argyrea Pedersen","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",13,"AMARANTHACEAE","Pfaffia minarum","_2008_I",,,,"Pfaffia minarum Pedersen","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",14,"AMARANTHACEAE","Pfaffia townsendii","_2008_I",,,,"Pfaffia townsendii Pedersen","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",15,"AMARYLLIDACEAE","Griffinia liboniana","_2008_I",,,,"Griffinia liboniana Morren","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",16,"AMARYLLIDACEAE","Hippeastrum brasilianum","_2008_I",,,,"Hippeastrum brasilianum (Traub & J.L.Doran)
Dutilh","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",17,"AMARYLLIDACEAE","Worsleya rayneri","_2008_I",,,,"Worsleya rayneri (Hook.f.) Traub &
Moldenke","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",18,"ANACARDIACEAE","Myracrodruon urundeuva","_2008_I",,,,"Myracrodruon urundeuva Engl.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",19,"ANACARDIACEAE","Schinopsis brasiliensis","_2008_I",,,,"Schinopsis brasiliensis Engl.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",20,"APOCYNACEAE","Blepharodon hirsutum","_2008_I",,,,"Blepharodon hirsutum Goyder","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",21,"APOCYNACEAE","Cynanchum morrenioides","_2008_I",,,,"Cynanchum morrenioides Goyder","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",22,"APOCYNACEAE","Ditassa arianeae","_2008_I",,,,"Ditassa arianeae Fontella","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",23,"APOCYNACEAE","Ditassa maricaensis","_2008_I",,,,"Ditassa maricaensis Fontella","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",24,"APOCYNACEAE","Gonolobus dorothyanus","_2008_I",,,,"Gonolobus dorothyanus Fontella & E.A.Schwarz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",25,"APOCYNACEAE","Matelea marcoassisii","_2008_I",,,,"Matelea marcoassisii Fontella","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",26,"APOCYNACEAE","Metastelma harleyi","_2008_I",,,,"Metastelma harleyi Fontella","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",27,"ARACEAE","Anthurium langsdorffii","_2008_I",,,,"Anthurium langsdorffii Schott","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",28,"ARACEAE","Anthurium luschnathianum","_2008_I",,,,"Anthurium luschnathianum Kunth","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",29,"ARACEAE","Philodendron fragile","_2008_I",,,,"Philodendron fragile Nadruz & Mayo","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",30,"ARACEAE","Philodendron spiritus-sancti","_2008_I",,,,"Philodendron spiritus-sancti G.S.Bunting","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",31,"ARAUCARIACEAE","Araucaria angustifolia","_2008_I",,,,"Araucaria angustifolia (Bertol.) Kuntze","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",32,"ARECACEAE","Acanthococos emensis","_2008_I",,,,"Acanthococos emensis Toledo","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",33,"ARECACEAE","Attalea barreirensis","_2008_I",,,,"Attalea barreirensis Glassman","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",34,"ARECACEAE","Attalea brasiliensis","_2008_I",,,,"Attalea brasiliensis Glassman","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",35,"ARECACEAE","Bactris hatschbachii","_2008_I",,,,"Bactris hatschbachii Noblick ex A. J. Hend.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",36,"ARECACEAE","Butia eriospatha","_2008_I",,,,"Butia eriospatha (Mart. ex Drude) Becc.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",37,"ARECACEAE","Euterpe edulis","_2008_I",,,,"Euterpe edulis Mart.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",38,"ARNELLIACEAE","Southbya organensis","_2008_I",,,,"Southbya organensis Herzog","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",39,"ASPLENIACEAE","Asplenium beckeri","Presumivelmente extinta (**)_2008_I","Presumivelmente extinta (**)",,,"Asplenium beckeri Brade","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",40,"ASPLENIACEAE","Asplenium bradeanum","_2008_I",,,,"Asplenium bradeanum Handro","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",41,"ASPLENIACEAE","Asplenium castaneum","_2008_I",,,,"Asplenium castaneum Schltdl. & Cham.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",42,"ASPLENIACEAE","Asplenium praemorsum","_2008_I",,,,"Asplenium praemorsum Brade","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",43,"ASPLENIACEAE","Asplenium schwackei","_2008_I",,,,"Asplenium schwackei Christ","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",44,"ASTERACEAE","Anteremanthus hatschbachii","_2008_I",,,,"Anteremanthus hatschbachii H.Rob.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",45,"ASTERACEAE","Aspilia grazielae","_2008_I",,,,"Aspilia grazielae J.U.Santos","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",46,"ASTERACEAE","Aspilia paraensis","_2008_I",,,,"Aspilia paraensis (Huber) J.U.Santos","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",47,"ASTERACEAE","Aspilia pohlii","_2008_I",,,,"Aspilia pohlii (Schultz Bip. ex Baker)
Baker","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",48,"ASTERACEAE","Aspilia procumbens","_2008_I",,,,"Aspilia procumbens Baker","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",49,"ASTERACEAE","Chaptalia arechavaletae","_2008_I",,,,"Chaptalia arechavaletae Hieron. ex Arechav.","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",50,"ASTERACEAE","Hysterionica pinnatisecta","_2008_I",,,,"Hysterionica pinnatisecta Matzenb & Sobral","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",51,"ASTERACEAE","Lychnophora ericoides","_2008_I",,,,"Lychnophora ericoides Mart.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",52,"ASTERACEAE","Senecio caparoensis","_2008_I",,,,"Senecio caparoensis Cabrera","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",53,"ASTERACEAE","Senecio promatensis","_2008_I",,,,"Senecio promatensis Matzenb.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",54,"ASTERACEAE","Senecio ramboanus","_2008_I",,,,"Senecio ramboanus Cabrera","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",55,"ASTERACEAE","Viguiera aspilioides","_2008_I",,,,"Viguiera aspilioides Baker","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",56,"ASTERACEAE","Viguiera corumbensis","_2008_I",,,,"Viguiera corumbensis Malme","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",57,"ASTERACEAE","Viguiera guaranitica","_2008_I",,,,"Viguiera guaranitica Chodat","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",58,"ASTERACEAE","Viguiera hilairei","_2008_I",,,,"Viguiera hilairei Blake","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",59,"ASTERACEAE","Viguiera paranensis","_2008_I",,,,"Viguiera paranensis (Malme) J.U.Santos","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",60,"BEGONIACEAE","Begonia jureiensis","_2008_I",,,,"Begonia jureiensis S. J. Gomes da Silva &
Mamede","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",61,"BIGNONIACEAE","Adenocalymma magnoalatum","_2008_I",,,,"Adenocalymma magnoalatum Scud.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",62,"BIGNONIACEAE","Adenocalymma ubatubense","_2008_I",,,,"Adenocalymma ubatubense Assis & Semir","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",63,"BIGNONIACEAE","Digomphia densicoma","_2008_I",,,,"Digomphia densicoma (Mart. ex DC.) Pilg.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",64,"BIGNONIACEAE","Jacaranda carajasensis","_2008_I",,,,"Jacaranda carajasensis A.H.Gentry","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",65,"BIGNONIACEAE","Jacaranda crassifolia","_2008_I",,,,"Jacaranda crassifolia Morawetz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",66,"BIGNONIACEAE","Jacaranda intricata","_2008_I",,,,"Jacaranda intricata A.H.Gentry &
Morawetz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",67,"BIGNONIACEAE","Jacaranda rugosa","_2008_I",,,,"Jacaranda rugosa A.H.Gentry","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",68,"BIGNONIACEAE","Jacaranda subalpina","_2008_I",,,,"Jacaranda subalpina Morawetz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",69,"BIGNONIACEAE","Tabebuia botelhensis","_2008_I",,,,"Tabebuia botelhensis A.H.Gentry","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",70,"BIGNONIACEAE","Tabebuia selachidentata","_2008_I",,,,"Tabebuia selachidentata A.H.Gentry","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",71,"BLECHNACEAE","Blechnum andinum","_2008_I",,,,"Blechnum andinum (Baker) C.Chr.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",72,"BLECHNACEAE","Blechnum mochaenum var. squamipes","_2008_I",,,,"Blechnum mochaenum var. squamipes (Hieron.) de la Sota","VARIEDADE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",73,"BLECHNACEAE","Blechnum sprucei","_2008_I",,,,"Blechnum sprucei C.Chr.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",74,"BROMELIACEAE","Aechmea apocalyptica","_2008_I",,,,"Aechmea apocalyptica Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",75,"BROMELIACEAE","Aechmea blumenavii","_2008_I",,,,"Aechmea blumenavii Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",76,"BROMELIACEAE","Aechmea cariocae","_2008_I",,,,"Aechmea cariocae L.B.Sm","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",77,"BROMELIACEAE","Aechmea eurycorymbus","_2008_I",,,,"Aechmea eurycorymbus Harms","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",78,"BROMELIACEAE","Aechmea kleinii","_2008_I",,,,"Aechmea kleinii Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",79,"BROMELIACEAE","Aechmea muricata","_2008_I",,,,"Aechmea muricata (Arruda) L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",80,"BROMELIACEAE","Aechmea pimenti-velosoi","_2008_I",,,,"Aechmea pimenti-velosoi Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",81,"BROMELIACEAE","Aechmea werdermannii","_2008_I",,,,"Aechmea werdermannii Harms","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",82,"BROMELIACEAE","Aechmea winkleri","_2008_I",,,,"Aechmea winkleri Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",83,"BROMELIACEAE","Billbergia alfonsi-joannis","_2008_I",,,,"Billbergia alfonsi-joannis Reitz","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",84,"BROMELIACEAE","Canistrum fosterianum","_2008_I",,,,"Canistrum fosterianum L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",85,"BROMELIACEAE","Cryptanthus burle-marxii","_2008_I",,,,"Cryptanthus burle-marxii Leme","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",86,"BROMELIACEAE","Cryptanthus fosterianus","Presumivelmente extinta na natureza (*)_2008_I","Presumivelmente extinta na natureza (*)",,,"Cryptanthus fosterianus L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",87,"BROMELIACEAE","Dyckia agudensis","_2008_I",,,,"Dyckia agudensis Irgang e Sobral","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",88,"BROMELIACEAE","Dyckia alba","_2008_I",,,,"Dyckia alba S.Winkl.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",89,"BROMELIACEAE","Dyckia cabrerae","_2008_I",,,,"Dyckia cabrerae L.B.Smith et Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",90,"BROMELIACEAE","Dyckia distachya","_2008_I",,,,"Dyckia distachya Hassl.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",91,"BROMELIACEAE","Dyckia elisabethae","_2008_I",,,,"Dyckia elisabethae S.Winckl.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",92,"BROMELIACEAE","Dyckia hatschbachii","_2008_I",,,,"Dyckia hatschbachii L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",93,"BROMELIACEAE","Dyckia ibiramensis","_2008_I",,,,"Dyckia ibiramensis Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",94,"BROMELIACEAE","Fernseea itatiaiae","_2008_I",,,,"Fernseea itatiaiae Baker","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",95,"BROMELIACEAE","Guzmania monostachia","_2008_I",,,,"Guzmania monostachia Rusby ex Mez","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",96,"BROMELIACEAE","Hohenbergia castellanosi","_2008_I",,,,"Hohenbergia castellanosi L.B.Sm. & R.W.Read","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",97,"BROMELIACEAE","Hohenbergia correia-araujoi","_2008_I",,,,"Hohenbergia correia-araujoi E.Pereira & Moutinho","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",98,"BROMELIACEAE","Hohenbergia littoralis","_2008_I",,,,"Hohenbergia littoralis L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",99,"BROMELIACEAE","Neoregelia binotti","Presumivelmente extinta na natureza (*)_2008_I","Presumivelmente extinta na natureza (*)",,,"Neoregelia binotti (Antoine) L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",100,"BROMELIACEAE","Nidularium bocainensis","_2008_I",,,,"Nidularium bocainensis Leme","ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",101,"BROMELIACEAE","Nidularium utriculosum","Presumivelmente extinta na natureza (*)_2008_I","Presumivelmente extinta na natureza (*)",,,"Nidularium utriculosum Ule","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",102,"BROMELIACEAE","Orthophytum amoenum","_2008_I",,,,"Orthophytum amoenum (Ule) L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",103,"BROMELIACEAE","Portea grandiflora","_2008_I",,,,"Portea grandiflora Philcox","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",104,"BROMELIACEAE","Portea kermesina","_2008_I",,,,"Portea kermesina K.Kock","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",105,"BROMELIACEAE","Tillandsia afonsoana","_2008_I",,,,"Tillandsia afonsoana T. Strehl","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",106,"BROMELIACEAE","Vriesea biguassuensis","_2008_I",,,,"Vriesea biguassuensis Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",107,"BROMELIACEAE","Vriesea brusquensis","_2008_I",,,,"Vriesea brusquensis Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",108,"BROMELIACEAE","Vriesea cearensis","_2008_I",,,,"Vriesea cearensis L.B.Sm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",109,"BROMELIACEAE","Vriesea muelleri","_2008_I",,,,"Vriesea muelleri Mez","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",110,"BROMELIACEAE","Vriesea pinottii","_2008_I",,,,"Vriesea pinottii Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",111,"BROMELIACEAE","Vriesea triangularis","_2008_I",,,,"Vriesea triangularis Reitz","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",112,"BRUCHIACEAE","Pringleella subulata","_2008_I",,,,"Pringleella subulata (Müll.Hal.) Broth.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",113,"BURSERACEAE","Bursera simaruba","_2008_I",,,,"Bursera simaruba (L.) Sarg.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",114,"BURSERACEAE","Trattinnickia ferruginea","_2008_I",,,,"Trattinnickia ferruginea Kuhlm.","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",115,"BURSERACEAE","Trattinnickia mensalis","_2008_I",,,,"Trattinnickia mensalis Daly","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",116,"CACTACEAE","Arthrocereus melanurus subsp. odurus","_2008_I",,,,"Arthrocereus melanurus subsp. odurus (F. Ritter) N. P. Taylor
& Zappi","SUB_ESPECIE","IN 06 2008 - ANEXO I",,,
1,"IN 06 2008 - ANEXO I",117,"CACTACEAE","Arthrocereus rondonianus","_2008_I",,,,"Arthrocereus rondonianus Backeb. & Voll","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",118,"CACTACEAE","Brasilicereus markgrafii","_2008_I",,,,"Brasilicereus markgrafii Backeb. & Voll","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",119,"CACTACEAE","Cipocereus crassisepalus","_2008_I",,,,"Cipocereus crassisepalus (Buining & Brederoo)
Zappi & N.P.Taylor","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",120,"CACTACEAE","Cipocereus laniflorus","_2008_I",,,,"Cipocereus laniflorus N. P. Taylor & Zappi","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",121,"CACTACEAE","Cipocereus pusilliflorus","_2008_I",,,,"Cipocereus pusilliflorus (F.Ritter) Zappi &
N.P.Taylor","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
1,"IN 06 2008 - ANEXO I",122,"CACTACEAE","Coleocephalocereus fluminensis subsp. decumbens","_2008_I",,,,"Coleocephalocereus fluminensis subsp. decumbens (F. Ritter) N.P. Taylor &
D.C. Zappi","SUB_ESPECIE","IN 06 2008 - ANEXO I",,"LV2013",
1,"IN 06 2008 - ANEXO I",123,"CACTACEAE","Coleocephalocereus purpureus","_2008_I",,,,"Coleocephalocereus purpureus (Buining & Brederoo)
F.Ritter","ESPECIE","IN 06 2008 - ANEXO I",,"LV2013","Portaria MMA 443 2014"
